0,3,3>0,3,3	0.000077651809287156
0,3,3>0,4,3	0.000077651809287156
0,3,3>0,4,4	0.000232955427861469
0,3,3>0,4,5	0.000077651809287156
0,3,3>0,5,5	0.000077651809287156
0,3,3>1,4,4	0.000077651809287156
0,3,4>0,5,5	0.000011585203378245
0,3,4>0,3,5	0.000115852033782453
0,3,4>0,4,5	0.000139022440538944
0,3,4>0,3,4	0.000081096423647717
0,3,4>0,4,4	0.000162192847295434
0,3,4>1,3,4	0.000011585203378245
0,3,4>-1,5,5	0.000023170406756491
0,3,4>1,4,5	0.000011585203378245
0,3,4>0,3,3	0.000046340813512981
0,3,4>-1,4,4	0.000023170406756491
0,3,5>-1,4,5	0.000065384168313379
0,3,5>0,3,5	0.000232477042892014
0,3,5>0,4,5	0.000334185749157271
0,3,5>0,3,4	0.000108973613855632
0,4,3>0,4,4	0.000209150326797386
0,4,3>-1,5,4	0.000010457516339869
0,4,3>0,5,3	0.000094117647058824
0,4,3>0,5,4	0.000073202614379085
0,4,3>0,4,3	0.000156862745098039
0,4,3>1,4,4	0.000031372549019608
0,4,3>0,3,3	0.000031372549019608
0,4,4>0,5,4	0.000187074566632090
0,4,4>0,3,4	0.000041285421601565
0,4,4>0,4,3	0.000038705082751467
0,4,4>0,4,5	0.000170302364106454
0,4,4>0,4,4	0.000163851516981210
0,4,4>-1,4,4	0.000014191863675538
0,4,4>1,4,4	0.000011611524825440
0,4,4>1,5,5	0.000005160677700196
0,4,4>-1,5,5	0.000002580338850098
0,4,4>0,5,5	0.000010321355400391
0,4,5>0,4,5	0.000346131745020231
0,4,5>0,3,5	0.000016925757702701
0,4,5>0,5,5	0.000278146618247716
0,4,5>0,4,4	0.000046827929644139
0,4,5>-1,5,5	0.000059522247921164
0,4,5>1,4,5	0.000010437550583332
0,4,5>1,4,4	0.000000282095961712
0,4,5>-1,4,5	0.000000846287885135
0,4,5>1,5,5	0.000000282095961712
0,4,5>-1,4,4	0.000000282095961712
0,4,6>-1,5,5	0.000283125707814270
0,5,3>0,5,3	0.000280674095572515
0,5,3>0,5,4	0.000328448409712518
0,5,3>1,5,4	0.000059717892675003
0,5,3>0,4,3	0.000071661471210004
0,5,3>0,4,4	0.000005971789267500
0,5,4>0,5,4	0.000353359266267787
0,5,4>0,5,5	0.000283384668789811
0,5,4>1,5,5	0.000057523601485454
0,5,4>0,4,4	0.000037103968057717
0,5,4>0,5,3	0.000017182374469681
0,5,4>-1,5,4	0.000006225497996261
0,5,4>-1,4,4	0.000000747059759551
0,5,4>0,6,4	0.000000498039839701
0,5,5>0,4,5	0.000092636862607127
0,5,6>0,5,5	0.000083306432297904
0,5,6>-1,5,5	0.000010413304037238
0,5,6>1,5,5	0.000020826608074476
0,6,4>0,6,5	0.000188519181826751
0,6,4>0,5,4	0.000094259590913375
