0	0.500000000000000
60	0.500000151958797
120	0.500000585034748
180	0.500001249970157
240	0.500002099071503
300	0.500003086511878
360	0.500004167976787
420	0.500005300593651
480	0.500006442931814
540	0.500007554998030
600	0.500008598286305
660	0.500009535822204
720	0.500010331876053
780	0.500010951926783
840	0.500011362661934
900	0.500011531973844
960	0.500011429001329
1020	0.500011024167130
1080	0.500010288936665
1140	0.500009195787589
1200	0.500007718209790
1260	0.500005830702172
1320	0.500003508807556
1380	0.500000729144328
1440	0.499997469203379
1500	0.499993707322448
1560	0.499989422686132
1620	0.499984595323153
1680	0.499979206135625
1740	0.499973236925801
1800	0.499966670225055
1860	0.499959489272254
1920	0.499951678013755
1980	0.499943221101111
2040	0.499934103915619
2100	0.499924312590944
2160	0.499913833868994
2220	0.499902655081692
2280	0.499890764150970
2340	0.499878149586822
2400	0.499864800507943
2460	0.499850706660838
2520	0.499835858298335
2580	0.499820246164193
2640	0.499803861493110
2700	0.499786696009070
2760	0.499768741942701
2820	0.499749992047432
2880	0.499730439497032
2940	0.499710077872633
3000	0.499688901162724
3060	0.499666903761768
3120	0.499644080484808
3180	0.499620426581117
3240	0.499595937647778
3300	0.499570609618724
3360	0.499544438764744
3420	0.499517421695565
3480	0.499489555383517
3540	0.499460837116818
