0	0.500000000000000
274	0.506511612438132
394	0.499834130063137
754	0.484036710217302
759	0.003523600763097
791	0.017032401357948
977	0.023300338005404
1035	0.009198733135551
1097	0.005636916452852
1155	0.024296345753448
1263	0.000636738636347
1422	0.000710119103610
1522	0.002069026597884
1542	0.000830026094059
1642	0.001041607859540
2026	0.040393232802169
2262	0.001876502354553
2303	0.000345500950409
2310	0.000030589437356
2423	0.000393231060119
2430	0.002135958325046
2637	0.000487459610072
2757	0.02677774560308
2824	0.002607664109937
2944	0.003008213653874
2958	0.000094519116396
3074	0.000138930538148
3171	0.003229514592451
3194	0.003471880993137
3339	0.000131871619520
3372	0.000178937583738
3492	0.000149030974246
3570	0.004213247629817
