0	0.500000000000000
117	0.997476408763366
301	0.992659747623913
309	0.499896621738633
701	0.015182646871529
1213	0.000589886650734
1242	0.000008075309691
1291	0.000000677700405
1411	0.000011669931718
1432	0.000016157415514
1552	0.000015343377329
1697	0.000026274298267
1707	0.001119485951207
1842	0.000194951402443
1842	0.000529746505755
1962	0.001315533670322
1962	0.001447418135343
2085	0.001476374021913
2120	0.042031896786847
2395	0.002080812858028
2532	0.002128015078903
2598	0.005411358385164
2626	0.058049792473192
2707	0.025269704936008
2718	0.018809283185463
2827	0.053807184527784
2861	0.494056330574130
