0	0,5,5	10
274	0,5,4	9
394	0,5,5	10
754	0,4,5	6
759	-1,4,5	26
791	-1,5,5	33
977	-1,5,4	31
1035	-1,4,4	24
1097	-1,4,5	26
1155	-1,5,5	33
1263	-2,5,5	57
1422	-2,5,4	55
1522	-2,5,3	53
1542	-2,5,4	55
1642	-2,5,5	57
2026	-1,5,5	33
2262	-2,5,5	57
2303	-2,4,5	50
2310	-2,3,5	43
2423	-2,4,5	50
2430	-2,5,5	57
2637	-2,4,5	50
2757	-2,5,5	57
2824	-2,5,4	55
2944	-2,5,5	57
2958	-3,5,5	81
3074	-3,5,4	79
3171	-2,5,4	55
3194	-2,5,5	57
3339	-3,5,5	81
3372	-3,5,4	79
3492	-3,5,5	81
3570	-2,5,5	57
